0	0	0	1	1	1
Brd3	6.9432535	6.635024	6.690475	6.9476748	6.6468678	6.730897
Acat2	10.080491	10.206424	10.265198	9.67464	9.903516	9.60754
Ednra	7.423249	7.81909	7.299846	7.353481	7.1372533	7.6355696
RGD1563438	13.216376	12.972218	13.133763	13.031156	12.830711	13.001368
Stard7	0.38047847	0.08420816	11.653503	11.622111	11.4772835	11.610629
Slc17a5	11.87359	11.74258	12.04691	11.011824	11.59875	11.228115
Ankrd52	10.022395	9.925711	10.0714	9.508369	10.112772	9.8480215
Spic	4.135119	3.7490273	3.320448	3.0060897	3.217073	3.7459292
Cldn11	6.628324	6.2803545	5.8030634	5.1398573	5.6181393	4.478447
Tor1aip2	9.569621	9.835426	9.663987	10.166121	9.958553	9.866998
Gmppa	10.195509	10.706575	10.525711	10.31302	10.415744	10.065248
Acp6	9.7895975	9.74151	9.890992	9.353622	9.529062	9.4813385
Gprc5b	7.1547737	6.9877157	6.8619323	7.0823245	6.748498	6.6442714
Clk4	10.944423	11.1575165	10.922294	11.134278	11.224469	11.53979
RGD1305162	10.105728	10.289446	10.189867	10.310016	10.1882925	10.23917
Cln8	8.1182995	7.982353	8.084232	8.441195	8.311871	8.625713
Sfrs14	8.873316	8.91692	8.587594	9.031017	8.5776205	9.038696
LOC363153	3.8939404	3.3356776	3.0018177	3.3851101	3.1089602	2.388939
Dmap1	9.42445	9.335548	9.385968	9.445671	9.248948	9.540059
Eiih	9.405724	9.624856	9.055128	9.9877405	9.864357	9.490359
Laptm5	8.6314	7.7226253	8.060273	7.7403398	7.292883	7.783656
B3gat1	8.2041645	8.781595	8.0326605	10.065376	10.017614	10.639378
RGD1309036	5.065279	5.067665	4.327516	4.968694	5.1555877	4.304598
Hint3	9.637763	9.444471	9.773825	9.503851	9.235752	9.63261
RGD1308396	8.497503	8.765284	8.622894	9.069464	8.943198	9.027896
